"","Group","clade","dN","dS","dN.SD","dS.SD","diff.sp","ThermoMode"
"1","Fishes",1,-0.352564608808239,0.107332319682696,0.128607938271777,0.65281517890561,2.52572864430826,"Ectotherms"
"2","Fishes",2,0.143765288988631,-0.153271823733355,0.00428368510217227,0.135296347577323,1.94591014905531,"Ectotherms"
"3","Fishes",3,-0.333062982600657,0.000804551459027969,0.0524931063027882,0.0735436556408186,1.25276296849537,"Ectotherms"
"4","Fishes",4,-0.454406609506266,-0.559407388174897,0.142658955867568,0.0787976124147922,0.37469344944141,"Ectotherms"
"5","Fishes",5,-0.583770284620257,-0.416163408486953,0.20424511397567,0.467338315857793,0.139761942375159,"Ectotherms"
"6","Fishes",6,-0.900543344099438,-0.139896335494647,0.348250900680957,0.194151979019025,0.470003629245735,"Ectotherms"
"7","Fishes",7,0.0185018532031304,0.290398390373132,0.151115380006467,0.35117902964721,2.25129179860649,"Ectotherms"
"8","Fishes",8,-0.189877399584821,0.0482740848483981,0.402169055762225,0.349291967358488,1.09861228866811,"Ectotherms"
"9","Fishes",9,-0.510650162903244,-0.254355942172606,0.303475150132787,0.196279040110514,3.03815298943794,"Ectotherms"
"10","Fishes",10,0.55295750122053,0.27832175182866,0.595558340252105,0.36541562349297,1.53018854077996,"Ectotherms"
"11","Fishes",11,-0.371706569355484,-0.197802918798435,0.149128926682437,0.151559438783962,3.10458667846607,"Ectotherms"
"12","Fishes",12,-0.117256512968239,0.0711928910558812,0.34030149325991,0.542384899117513,0.921405832540926,"Ectotherms"
"13","Fishes",13,-0.547284982808081,0.157440090944864,0.425200909992108,0.442207263385691,3.10109278921182,"Ectotherms"
"14","Fishes",14,-0.735776079179004,-0.776276863726747,0.0821345757603067,0.0637554816741122,2.53897387105828,"Ectotherms"
"15","Fishes",15,0.721793865807546,0.312578602736127,0.0978122071310113,0.0286243712714195,3.43398720448515,"Ectotherms"
"16","Fishes",17,0.734739643199713,0.224673125122231,0.421061503617268,0.222029186078766,4.40671924726425,"Ectotherms"
"17","Fishes",18,-0.103457695549575,-0.0107166219175829,0.25462454889632,0.182167778950341,0.0487901641694322,"Ectotherms"
"18","Fishes",19,0.364398340983798,0.159689874496741,NA,NA,2.51567830845475,"Ectotherms"
"19","Fishes",20,-0.16813333714631,-0.0705926874554522,0.0436442815670642,0.0879391136482267,1.63413052502447,"Ectotherms"
"20","Fishes",21,0.790578192109837,-0.112675111191448,0.344610701839758,0.290285028116373,0.405465108108165,"Ectotherms"
"21","Fishes",22,0.217848383534442,-0.309850696142562,NA,NA,3.40119738166216,"Ectotherms"
"22","Fishes",23,-0.785728263188266,-0.247822112868639,NA,NA,1.38629436111989,"Ectotherms"
"23","Fishes",24,-0.210107214873132,-0.0293657211327772,0.161095353768222,0.166454334929657,1.08780137256389,"Ectotherms"
"24","Fishes",25,0.53339143599418,0.162787107117928,0.482582098019247,0.263039445795991,0.22314355131421,"Ectotherms"
"25","Fishes",26,-0.322469567750209,-0.359687701869261,0.154747429404842,0.110840414976982,1.48115215457857,"Ectotherms"
"26","Fishes",27,0.33248622238719,0.0308126501804714,0.142251050548994,0.145883162933547,0.157185583522413,"Ectotherms"
"27","Fishes",28,0.044885198814703,-0.131171267925742,0.0796009810443467,0.0968419794271314,3.3499040872746,"Ectotherms"
"28","Fishes",29,-1.02210683032718,-0.390616136974798,0.1132312860836,0.104525559501537,3.27714473299218,"Ectotherms"
"29","Fishes",30,0.199378938200692,-0.56140879134114,0.671412739656249,0.159262786148252,1.63413052502447,"Ectotherms"
"30","Fishes",31,1.48046442550479,1.11692797610362,0.105609416199511,0.0717786625810147,0.356674943938732,"Ectotherms"
"31","Fishes",32,-0.218950814872063,-0.0464305496502876,0.18263763241014,0.137329772848949,2.32238772029023,"Ectotherms"
"32","Fishes",33,-0.0124382330519987,0.248405021004907,0.134813266104606,0.124397761405746,0.36044142673421,"Ectotherms"
"33","Fishes",34,0.0537706387024029,0.239379863983165,0.0958151904357264,0.114204591214,1.10758095865087,"Ectotherms"
"34","Fishes",35,-0.66495349197859,-0.317687049932558,NA,NA,2.29781181424139,"Ectotherms"
"35","Fishes",36,-0.797665440990532,-0.148394772420122,0.106675438415375,0.256091357660672,2.76362005225702,"Ectotherms"
"36","Fishes",37,-0.509266069948816,0.228473147619706,NA,NA,0.351397886837889,"Ectotherms"
"37","Fishes",38,0.917368219376346,0.0302337260460993,0.819174478070633,0.0954216761603204,1.89711998488588,"Ectotherms"
"38","Fishes",40,0.451214893258869,0.191022485137605,0.132833301846731,0.11737752512773,3.72166927693693,"Ectotherms"
"39","Fishes",41,0.12033803458885,0.347766998719307,NA,NA,1.50407739677627,"Ectotherms"
"40","Fishes",42,-0.74451141948629,-0.864783073068655,0.0634366228103126,0.0317922753119193,0.980829253011726,"Ectotherms"
"41","Fishes",44,0.455969148878116,0.616873400045464,0.264725278489263,0.623333479481244,1.02165124753198,"Ectotherms"
"42","Fishes",45,-0.13936914531909,-0.166345855431927,0.144284549824067,0.164124962787761,1.20397280432594,"Ectotherms"
"43","Fishes",46,-0.266173163656456,0.0315698512903335,NA,NA,3.23867845216438,"Ectotherms"
"44","Fishes",47,0.986147886873034,0.604899078218432,0.318180467794124,0.298368030035831,1.80828877117927,"Ectotherms"
"45","Fishes",48,1.4530763328365,0.929476836088706,0.385453327691214,0.433865057240691,3.40119738166216,"Ectotherms"
"46","Fishes",50,0.127045767357457,0.333571304631168,0.141985384478028,0.153878641541052,5.15617759938691,"Ectotherms"
"47","Fishes",51,1.02148942529682,0.294342890465192,0.278555165348677,0.210692187149895,1.99243016469021,"Ectotherms"
"48","Fishes",52,-0.813195062883131,-0.385128018662554,0.297300413387077,0.261295411054538,5.28151024823165,"Ectotherms"
"49","Fishes",54,-0.749647530006635,0.184092347078081,0.0705296809077683,0.309309962224296,1.85389125033506,"Ectotherms"
"50","Fishes",55,0.0413836665381258,-0.236917343888417,0.618747989372181,0.352968457448294,1.82454929205105,"Ectotherms"
"51","Fishes",56,0.742382901772061,0.276599806620461,0.650559255663245,0.525650685521183,0.606135803570315,"Ectotherms"
"52","Fishes",57,-1.29127682176623,-0.514725273519201,0.671869223209718,0.284454011677134,0.470003629245736,"Ectotherms"
"53","Fishes",58,-0.253756600169554,-0.170755293794925,0.712777285057189,0.58118063594428,2.03688192726104,"Ectotherms"
"54","Fishes",59,0.829165754072662,0.299603397798421,NA,NA,0.479573080261886,"Ectotherms"
"55","Fishes",60,0.0214997693217309,0.547837041213862,0.389120625491164,0.449020845121393,1.35644139797021,"Ectotherms"
"56","Fishes",61,0.621257652417539,0.629222732549902,0.169927846882671,0.13008766286972,1.81528996663825,"Ectotherms"
"57","Fishes",62,-0.925164964896674,-0.21565814628097,0.0869077696795736,0.357024080341267,0.980829253011726,"Ectotherms"
"58","Fishes",63,-0.00328548643856803,-0.149852276450736,0.0424020653799084,0.02915672024395,2.39789527279837,"Ectotherms"
"59","Fishes",64,-0.46033238928915,-0.0868057590403287,0.223487358850142,0.127461345270913,2.20949466992803,"Ectotherms"
"60","Fishes",67,-0.15819419123221,-0.337116080822204,0.219618353001426,0.190509800254608,0.477627554356395,"Ectotherms"
"61","Fishes",69,-0.413424303590902,-0.3048536743224,NA,NA,1.16315080980568,"Ectotherms"
"62","Fishes",70,-0.0160801399608262,0.0815982319302939,0.280428668198663,0.22801103402728,0.0763729787845744,"Ectotherms"
"63","Fishes",71,0.215539301026773,0.120389592170532,0.795070730956763,0.220290260161747,0.159630145591884,"Ectotherms"
"64","Fishes",73,-0.418876190146997,-0.591468995079903,0.0612645246000418,0.0862174511156503,0.345745873406542,"Ectotherms"
"65","Fishes",74,-0.314213473446293,-0.212155293999609,0.0370434148721342,0.0343140286932597,1.25276296849537,"Ectotherms"
"66","Fishes",75,0.229320296138233,0.756028661780999,0.169422477043284,0.118473055469935,0.693147180559945,"Ectotherms"
"67","Fishes",76,0.293993101452884,-0.0837924580720985,0.230600132606178,0.135735596184907,2.36190167015047,"Ectotherms"
"68","Fishes",77,0.550765142136114,0.0735722341419059,0.26809352440201,0.220178316826899,0.944461608840852,"Ectotherms"
"69","Fishes",78,-0.556202696219931,-0.224744874219754,0.109020880009524,0.134153226887724,1.18958406687384,"Ectotherms"
"70","Fishes",79,-0.705104519748469,-0.153142021994077,0.360869595323004,0.26464781501857,0.441832752279039,"Ectotherms"
"71","Fishes",80,-0.906986900611929,-0.158373985857346,0.674314284948403,0.346520518742905,1.55814461804655,"Ectotherms"
"72","Fishes",81,-0.297992921775715,-0.172449309376077,0.0554607378956509,0.10043375630916,1.6094379124341,"Ectotherms"
"73","Fishes",82,0.0975455255300804,-0.049367398284389,1.00334966774034,0.257569400753834,4.40671924726425,"Ectotherms"
"74","Fishes",83,-0.400944261412993,-0.333602396928517,0.14227551739461,0.179291175056871,0.751134438210295,"Ectotherms"
"75","Fishes",84,-0.279447719407716,-0.347310934515672,0.0899405019542503,0.252799332135566,0.988611393453781,"Ectotherms"
"76","Fishes",85,0.198149658110777,-0.0685537186018349,0.134340551833109,0.165382563587023,0.0296317976063714,"Ectotherms"
"77","Fishes",86,0.227735675851091,-0.0156733937430411,NA,NA,1.15267950993839,"Ectotherms"
"78","Fishes",87,-0.268885715841381,0.272732235690665,0.209676195351811,0.184722872165967,1.70474809223843,"Ectotherms"
"79","Fishes",88,0.207275494792833,0.0518647485497954,0.0553005613673904,0.267460821297389,2.56494935746154,"Ectotherms"
"80","Fishes",89,-1.51317099095896,-1.68991427057275,0.0747210948759113,0.0682570223836302,0.916290731874155,"Ectotherms"
"81","Fishes",90,0.355513245673658,0.440989387425028,NA,NA,2.97892515523761,"Ectotherms"
"82","Fishes",91,0.188810148110523,0.388924672153601,0.0721020855366822,0.0704946465261576,1.31218638896617,"Ectotherms"
"83","Fishes",92,-0.685494824882754,-0.367039621405643,0.378528422138017,0.221299154391043,0.635988766719997,"Ectotherms"
"84","Fishes",93,-1.12203887276253,-1.18541120118567,0.194006639805869,0.199589373521207,1.69167601067107,"Ectotherms"
"85","Fishes",94,0.722591225258444,0.0770239079527429,0.425999965943374,0.589213181971327,1.20397280432594,"Ectotherms"
"86","Fishes",95,-0.798673004295031,-0.0587739386209216,0.133646178937117,0.114992798042463,2.21836701391003,"Ectotherms"
"87","Fishes",96,0.143358603844706,0.36261863338124,0.310850691124579,0.15261497731999,0.385662480811984,"Ectotherms"
"88","Fishes",97,0.432229884746583,-0.231336344882305,0.330292943849615,0.352050767287111,1.80449849500548,"Ectotherms"
"89","Fishes",98,0.345958065011799,0.472924033495929,0.189446930030797,0.163374118908264,0.465363249689233,"Ectotherms"
"90","Fishes",99,0.157457639348631,-0.331454525875477,0.0821864569157397,0.0272193560941811,1.03609193168678,"Ectotherms"
"91","Fishes",100,-0.319765136390617,-0.29669837406473,0.42092657274295,0.352885241555444,1.79175946922805,"Ectotherms"
"92","Fishes",101,0.828990850789345,0.074608251394709,0.195836661446137,0.150206439462854,4.10098910494077,"Ectotherms"
"93","Fishes",102,0.274810139764633,0.918787490538557,0.0203190454493409,0.120914556349058,2.69312455088553,"Ectotherms"
"94","Fishes",103,-0.497330874234089,-0.459464672707049,0.765064875146652,0.341124202813247,0.725333867055847,"Ectotherms"
"95","Amphibians",1,-0.320048223279074,-0.658277129110864,NA,NA,0.693147180559945,"Ectotherms"
"96","Amphibians",2,-0.49113072953036,-0.280837692127912,0.0653361457320135,0.284170902750453,3.03254624667671,"Ectotherms"
"97","Amphibians",3,0.0188201284211079,0.0117182108320206,0.110127277128763,0.207500003006231,1.25276296849537,"Ectotherms"
"98","Amphibians",4,-0.115941933172526,-0.192992133858277,0.127958634985816,0.157219422185461,5.09783183912641,"Ectotherms"
"99","Amphibians",5,-0.124529655569726,-0.0935950762534872,0.123634616716842,0.196800108818598,0.182321556793954,"Ectotherms"
"100","Amphibians",7,0.1976969744105,0.169693820917022,0.125542649259214,0.287988948027974,3.28091121578765,"Ectotherms"
"101","Amphibians",9,0.0876226418459322,-0.401225713062602,0.0281285531874986,0.174782064068537,0.626307162434095,"Ectotherms"
"102","Reptiles",1,0.0432161213413823,0.390089855679461,0.0985041247763079,0.159506861517065,0.810930216216329,"Ectotherms"
"103","Reptiles",3,-0.300351416006237,-0.493689549587185,0.126921742561033,0.148245995129626,3.49650756146648,"Ectotherms"
"104","Reptiles",4,0.0617402280754759,-0.18669271163686,0.210855250953044,0.151804731967215,1.79175946922805,"Ectotherms"
"105","Reptiles",5,-0.192296638443865,-0.348009087725532,0.0347959905573283,0.0504158433423214,3.97029191355212,"Ectotherms"
"106","Reptiles",6,0.609426644705132,-0.0891002156401331,0.252947599607345,0.184811847156347,0.168335314819215,"Ectotherms"
"107","Reptiles",8,0.0489474161966337,-0.0851735065051319,NA,NA,0.571786323555678,"Ectotherms"
"108","Reptiles",9,-0.202413031405973,-0.00456745376685674,0.095188079344677,0.402889970743088,2.15176220325946,"Ectotherms"
"109","Reptiles",10,0.193165455563457,-0.0865723621401068,0.116806272354447,0.389011478956277,2.78809290877575,"Ectotherms"
"110","Reptiles",12,0.0986280703685325,-0.663224478769189,0.0431544737110481,0.181905820288728,2.07047287169708,"Ectotherms"
"111","Reptiles",14,0.135966532865955,-0.0554637192566419,0.0456107675025044,0.389905322677563,1.69255281914461,"Ectotherms"
"112","Reptiles",15,-0.167057798856273,-0.940619634911886,0.108544631873363,0.270647717497174,0.980829253011726,"Ectotherms"
"113","Reptiles",16,-0.0944253193495257,-0.178246314426182,NA,NA,0.405465108108165,"Ectotherms"
"114","Reptiles",17,0.237211239171441,0.198357254556026,NA,NA,2.30258509299405,"Ectotherms"
"115","Reptiles",18,-0.0747682270617629,0.0479716706091322,NA,NA,3.55534806148941,"Ectotherms"
"116","Reptiles",19,-0.200508479662251,-0.159612020005805,0.183288890516149,0.283425968067215,0.548565951748838,"Ectotherms"
"117","Mammals",1,0.404204464755229,-0.439558856369169,0.0426795987907752,0.0264139077530926,1.38629436111989,"Endotherms"
"118","Mammals",2,-0.422093651227653,-0.452771916127025,0.102653143289847,0.295098839020635,2.39789527279837,"Endotherms"
"119","Mammals",3,-0.175451179163386,0.357312965473257,0.195124834325049,0.397512324073121,3.59731226058845,"Endotherms"
"120","Mammals",4,-1.12556236375725,-0.548695675785859,0.00182817951997247,0.016904381043671,1.09861228866811,"Endotherms"
"121","Mammals",5,0.0359690222284201,-0.200726854269444,0.162021930198455,0.136706640543027,1.68639895357023,"Endotherms"
"122","Mammals",6,0.202751821401678,-0.0541268883981789,0.234436765322596,0.267572553404646,0.430782916092454,"Endotherms"
"123","Mammals",7,0.142438052858499,-0.0621945742818993,0.194593349849192,0.137304475924041,1.73460105538811,"Endotherms"
"124","Mammals",8,-0.0930833242440325,-0.494402203132297,0.0933174248004102,0.278222450312271,0.619039208406224,"Endotherms"
"125","Mammals",10,0.874572084899644,0.2825240096635,0.359646668267514,0.263476225520267,0.693147180559945,"Endotherms"
"126","Mammals",11,0.344577785214268,0.0584014841488885,0.0910086453719314,0.29869174186456,2.94443897916644,"Endotherms"
"127","Mammals",13,0.0707725639788106,0.31284713647883,0.0869301976333111,0.110504544576671,1.09861228866811,"Endotherms"
"128","Mammals",14,0.23261516249095,-0.927916148434068,0.041254979166446,0.0615318984259482,0.336472236621213,"Endotherms"
"129","Mammals",15,-0.0780942785498542,-0.0644505864637517,0.0515957625826527,0.262591141904716,0.405465108108164,"Endotherms"
"130","Mammals",16,-0.176833757807114,0.477495304684686,0.0754059737590118,0.114898233774184,0.238411023444998,"Endotherms"
"131","Mammals",17,0.313435357378167,0.83549831050503,0.119654925279417,0.128204564998255,1.45225232891169,"Endotherms"
"132","Mammals",18,0.291465056097788,0.162264061739221,0.127999946788057,0.15472728639049,1.63863706712636,"Endotherms"
"133","Mammals",19,-0.17509413508998,0.251948494564997,0.0358770671141571,0.261472998992515,0.738956716591239,"Endotherms"
"134","Mammals",21,0.309723698386678,-0.222666679583666,NA,NA,2.94443897916644,"Endotherms"
"135","Mammals",22,0.0497365388945094,0.0244096840820839,0.125254563776266,0.12930874613923,2.07944154167984,"Endotherms"
"136","Mammals",23,0.250466763872735,0.387711819864473,0.149682452238211,0.043699344660906,1.30494872166594,"Endotherms"
"137","Mammals",24,0.209087396260196,0.118152698785632,0.0123132056562313,0.0601244365475628,0.63907995928967,"Endotherms"
"138","Mammals",25,0.060621284739028,0.0331317892418532,0.0832418354248216,0.415576157405423,2.16905370036952,"Endotherms"
"139","Mammals",28,-0.0714701162706355,-0.515095071199009,0.0807844813734287,0.165610741780738,0.0540672212702757,"Endotherms"
"140","Mammals",29,-0.0603764789017873,-0.160865983132718,NA,NA,0,"Endotherms"
"141","Mammals",30,0.421553272804502,0.272213383331537,0.178271507197171,0.123287763275687,2.84781214347737,"Endotherms"
"142","Mammals",31,0.356600698982881,0.00762834620713196,0.152134816057211,0.123519433033064,2.65015622268331,"Endotherms"
"143","Mammals",32,0.424878855630711,0.460808579995006,0.116598925625327,0.0263537219748623,1.38629436111989,"Endotherms"
"144","Mammals",33,-0.233831128163766,-0.140366260008345,0.100647086232217,0.0528111207976887,3.02042488614436,"Endotherms"
"145","Mammals",34,-0.367525481805765,-0.429139346372915,0.0985490744299861,0.118002182747084,0.111225635110224,"Endotherms"
"146","Mammals",35,-0.404590625853956,-0.251378466784791,0.159762058585166,0.0605719976729927,1.55059741241117,"Endotherms"
"147","Mammals",36,-0.107123634515827,0.295548339169624,0.103733998398419,0.108278846363893,0,"Endotherms"
"148","Mammals",37,-0.120383144872899,0.0364885206332778,0.114419577294777,0.17494327067085,1.84582669049833,"Endotherms"
"149","Mammals",38,-0.289762286767829,-0.135163920212456,0.164398635660611,0.181604565146975,2.19722457733622,"Endotherms"
"150","Mammals",39,-0.0680881251802519,0.0862784658729993,0.0169592158288483,0.160952721490907,0.693147180559945,"Endotherms"
"151","Mammals",40,0.0206967773750639,0.0321771264048528,0.0761969727165815,0.110248507599145,0.693147180559945,"Endotherms"
"152","Mammals",41,-0.205491460079747,-0.303131848400189,0.0831338456155814,0.269919192027329,1.44036158239017,"Endotherms"
"153","Mammals",42,0.448925609775197,-0.706148549985009,0.174344280124613,0.0426893274881654,0.693147180559945,"Endotherms"
"154","Mammals",43,0.048502868510232,0.0720696114416067,0.225020470863212,0.159559292043307,0.826678573184468,"Endotherms"
"155","Birds",1,0.539050572164396,-0.411392946038596,0.0689187264280831,0.0515667453933029,0.22314355131421,"Endotherms"
"156","Birds",2,1.02987302969522,0.79070788679358,0.106724668589667,0.146872455691906,3.13549421592915,"Endotherms"
"157","Birds",3,0.733523831253773,1.08620700998296,0.101509712670346,0.0903613036494412,5.15905529921453,"Endotherms"
"158","Birds",4,-0.117781315027676,-0.114211053009045,0.136162770207881,0.156776020573752,1.69399530046216,"Endotherms"
"159","Birds",5,-0.529965089581787,-0.308636094649293,0.104549480000519,0.0570553745269059,1.67397643357167,"Endotherms"
"160","Birds",6,0.495090331013157,0.709735920854449,0.118893789163998,0.146288661921651,1.75253875607477,"Endotherms"
"161","Birds",7,-0.292439885851116,-0.24401708725925,0.239883419362518,0.391434480149157,2.13350876295011,"Endotherms"
"162","Birds",8,0.135077868403642,-0.130642001839062,0.0959895323114798,0.0586173955488974,2.70805020110221,"Endotherms"
"163","Birds",9,0.0348886354051476,-0.323051551077254,NA,NA,1.20397280432594,"Endotherms"
"164","Birds",10,0.426676936305119,0.0371624426016152,0.196797630958261,0.25390393779983,0.262364264467491,"Endotherms"
"165","Birds",11,-0.0390768011148685,0.153561920041718,0.140471787799632,0.156943875611044,0.980829253011726,"Endotherms"
"166","Birds",12,0.119542309846224,0.467222190628962,0.0959677252924983,0.102089232329757,2.83321334405622,"Endotherms"
"167","Birds",13,0.00841617358488629,0.0727926110654683,0.129981200828547,0.0998180450538222,1.16899308542991,"Endotherms"
"168","Birds",14,0.116079347203907,0.216996499527266,0.108162571403569,0.180383513951703,1.94591014905531,"Endotherms"
"169","Birds",15,0.430613150449149,0.694165364375673,0.0919288040552402,0.156397800290641,1.12947027702802,"Endotherms"
"170","Birds",16,0.014744197632699,0.247461823073229,NA,NA,0,"Endotherms"
"171","Birds",17,-0.394551161128978,-0.167804423290364,0.19507462685781,0.125201404970988,1.71479842809193,"Endotherms"
"172","Birds",18,0.0399553477456521,0.439667604349482,0.26294606213241,0.201798900246033,2.19722457733622,"Endotherms"
"173","Birds",19,-0.121886862479343,0.158008704885882,0.0356118942721491,0.0773602009050105,2.35137525716348,"Endotherms"
"174","Birds",20,-0.129610959904564,0.1035965315301,0.192284440257903,0.218734093086104,2.45958884180371,"Endotherms"
"175","Birds",21,-0.124186791001339,-0.11757995353372,0.261874556747146,0.261676227413881,4.84811636459848,"Endotherms"
"176","Birds",22,0.0383813958109693,0.425123640866516,0.0986817312747362,0.229510859176838,3.38439026334577,"Endotherms"
"177","Birds",23,0.320201838998992,-0.0586735232516928,0.219164631093173,0.12424710082717,0.810930216216329,"Endotherms"
"178","Birds",24,0.208995180279465,0.130502448565419,0.0649423669793821,0.0792207085211495,0.955511445027436,"Endotherms"
"179","Birds",25,-0.0491246467480098,-0.11251812270566,0.107828463255414,0.113116661458843,2.11453286149111,"Endotherms"
"180","Birds",26,-0.142206374149756,-0.16113059165691,0.0994122276365785,0.161819941155025,0.747214401830221,"Endotherms"
"181","Birds",27,-0.105984982421931,0.105080625874875,0.17473271252515,0.353776246069935,2.64325020787529,"Endotherms"
"182","Birds",28,-0.276951825938097,-0.306266306510365,0.163197728084879,0.134265621377008,1.09861228866811,"Endotherms"
"183","Birds",29,-0.402400716137411,-0.296412242777917,0.153550905956793,0.231960658257455,0.0847066974721624,"Endotherms"
"184","Birds",30,0.297956199402482,0.251533148036083,NA,NA,0.810930216216329,"Endotherms"
"185","Birds",31,-0.114386669162007,-0.175452155680075,0.0327822764926326,0.0156225601250358,3.78418963391826,"Endotherms"
"186","Birds",32,-0.479943285749441,-0.301305485880841,0.0722630428498064,0.0453144825884447,3.26766598903763,"Endotherms"
"187","Birds",33,0.182878057995622,0.200773321232868,0.161467984893162,0.132743400598542,2.27555642060613,"Endotherms"
"188","Birds",34,0.344645842072391,-0.0267921285346218,NA,NA,0,"Endotherms"
"189","Birds",35,0.0992587746882458,0.0315417099996343,0.0283573043240274,0.112211710861184,1.38629436111989,"Endotherms"
"190","Birds",36,-0.144052765092557,-0.0536488816917357,0.112611601988801,0.112473526349283,2.81839825827107,"Endotherms"
"191","Birds",37,-0.143924655428375,-0.114436693982953,NA,NA,0.51082562376599,"Endotherms"
"192","Birds",38,0.0703007796060726,0.251136695388281,0.049856075944045,0.00465083728965478,2.70805020110221,"Endotherms"
"193","Birds",39,-0.401964509341414,-0.285020812178905,0.154988445230443,0.0571473757650134,1.34992671694902,"Endotherms"
"194","Birds",40,0.15563457978793,0.185569090070308,NA,NA,0.19782574332992,"Endotherms"
"195","Birds",41,-0.426358046440589,-0.379514805927043,NA,NA,0.847297860387203,"Endotherms"
"196","Birds",42,-0.447067703036925,-0.20633118591063,0.11675484105188,0.139655244532502,0.495321437230025,"Endotherms"
"197","Birds",43,0.431056963660823,0.0835127185316751,0.0971421388563244,0.088843284156846,3.06027079469156,"Endotherms"
"198","Birds",44,0.0699446677584397,-0.261493828235698,0.0802974795934133,0.0468330912518585,1.6094379124341,"Endotherms"
"199","Birds",45,0.361894281849564,-0.0810944748486888,NA,NA,0.405465108108164,"Endotherms"
"200","Birds",46,-0.206432972864992,-0.190162728919755,0.0755859137244758,0.0612380826727134,1.7609878105613,"Endotherms"
"201","Birds",47,0.0292538069025156,0.064300138805208,0.0346214699999193,0.0851638183509937,4.60517018598809,"Endotherms"
"202","Birds",48,-0.0573530756927645,-0.189568265824424,0.254389688115728,0.24092917478338,1.71978596960297,"Endotherms"
"203","Birds",49,-0.0699758386674925,-0.0189309263464899,0.161121120727846,0.180589226070986,0.462623521948113,"Endotherms"
"204","Birds",50,-0.183651945040402,-0.228022537900499,0.176338927614296,0.200549092824775,0.0845573880280628,"Endotherms"
"205","Birds",51,0.155911593036611,-0.0626931694153117,0.121797234953687,0.145687152154341,0.575783520040763,"Endotherms"
"206","Birds",52,0.00455726085448926,0.103452844921984,NA,NA,0.810930216216329,"Endotherms"
"207","Birds",53,0.119232696583315,0.177034266064835,NA,NA,0.22314355131421,"Endotherms"
"208","Birds",54,0.0624668052848774,-0.2161064902955,0.0258401905262124,0.134066839075848,1.43281437675478,"Endotherms"
"209","Birds",55,0.0130904799556966,-0.177180507578528,0.10397120576816,0.160356217832011,1.30992138233532,"Endotherms"
"210","Birds",56,-0.255393528658645,-0.120005455210732,0.189870793419125,0.101540755359668,0.681586358158869,"Endotherms"
"211","Birds",57,-0.36203960771476,-0.0484578402419403,0.0638746742885663,0.0707161439668801,1.07158361628019,"Endotherms"
"212","Birds",58,-0.423713165597397,-0.105921833732201,0.173190147373209,0.135129955722551,1.96009478404727,"Endotherms"
"213","Birds",59,0.288567543358482,0.0871216831409786,0.119834563276844,0.063597558958724,2.01490302054226,"Endotherms"
"214","Birds",60,0.231702389346205,-0.0527721946413512,0.155428182266729,0.12523950545515,1.99585482557157,"Endotherms"
"215","Birds",61,-0.469032379497692,-0.0504118690532333,0.150683036240345,0.131121517248637,0.0870113769896292,"Endotherms"
